129, 36, 17, 318
127, 36, 11, 326
148, 30, 14, 308
142, 45, 13, 300
143, 30, 21, 306
146, 38, 19, 297
153, 33, 14, 300
148, 23, 15, 314
139, 34, 17, 310
149, 39, 11, 301
142, 41, 14, 303
147, 41, 19, 293
145, 42, 17, 296
147, 27, 19, 307
133, 35, 12, 320
140, 34, 18, 308
148, 26, 25, 301
164, 35, 28, 273
192, 34, 80, 194
220, 14, 152, 114
253, 8, 210, 29
276, 12, 208, 4
271, 5, 219, 5
270, 11, 213, 6
252, 8, 233, 7
269, 8, 211, 12
254, 7, 221, 18
265, 15, 195, 25
267, 11, 149, 73
265, 14, 155, 66
253, 12, 140, 95
256, 16, 120, 108
277, 7, 117, 99
252, 8, 126, 114
276, 16, 115, 93
269, 7, 130, 94
281, 12, 120, 87
251, 13, 122, 114
202, 38, 159, 101
82, 64, 244, 110
17, 88, 195, 200
3, 103, 165, 229
2, 125, 153, 220
1, 106, 131, 262
4, 112, 89, 295
5, 105, 107, 283
2, 109, 90, 299
5, 122, 68, 305
3, 109, 51, 337
3, 113, 66, 318
2, 110, 58, 330
6, 122, 53, 319
5, 102, 44, 349
6, 94, 52, 348
2, 88, 37, 373
6, 107, 27, 360
4, 104, 34, 358
12, 113, 37, 338
27, 89, 53, 331
56, 77, 66, 301
75, 91, 89, 245
77, 87, 63, 273
85, 74, 87, 254
79, 75, 79, 267
91, 61, 71, 277
87, 83, 73, 257
108, 73, 49, 270
88, 83, 47, 282
95, 76, 57, 272
93, 62, 57, 288
93, 73, 68, 266
93, 68, 62, 277
87, 90, 62, 261
119, 81, 64, 236
96, 69, 64, 271
92, 90, 65, 253
92, 74, 49, 285
84, 66, 53, 297
75, 52, 70, 303
67, 43, 70, 320
55, 38, 88, 319
45, 28, 56, 371
63, 23, 40, 374
59, 22, 46, 373
50, 30, 22, 398
56, 34, 32, 378
54, 17, 20, 409
63, 20, 18, 399
44, 20, 17, 419
64, 24, 18, 394
62, 27, 19, 392
57, 19, 18, 406
55, 18, 14, 413
63, 23, 13, 401
51, 30, 8, 411
66, 24, 10, 400
58, 23, 13, 406
59, 45, 13, 383
37, 95, 6, 362
22, 181, 8, 289
20, 211, 10, 259
30, 210, 17, 243
30, 244, 8, 218
42, 216, 9, 233
26, 235, 17, 222
30, 209, 9, 252
24, 230, 12, 234
33, 222, 14, 231
33, 225, 16, 226
28, 250, 19, 203
49, 225, 13, 213
40, 215, 13, 232
32, 198, 19, 251
49, 200, 19, 232
55, 214, 27, 204
45, 230, 24, 201
50, 200, 26, 224
56, 219, 31, 194
50, 199, 34, 217
46, 226, 22, 206
43, 219, 22, 216
62, 211, 27, 200
63, 216, 20, 201
59, 219, 17, 205
75, 194, 20, 211
68, 193, 22, 217
77, 197, 31, 195
92, 175, 22, 211
106, 178, 25, 191
86, 183, 25, 206
112, 175, 21, 192
113, 151, 18, 218
104, 171, 24, 201
112, 169, 26, 193
126, 150, 23, 201
118, 154, 21, 207
133, 140, 18, 209
136, 152, 19, 193
138, 200, 19, 143
105, 276, 10, 109
121, 282, 21, 76
134, 297, 12, 57
135, 307, 20, 38
120, 309, 16, 55
118, 318, 19, 45
123, 292, 26, 59
166, 264, 27, 43
139, 296, 22, 43
189, 259, 24, 28
179, 259, 27, 35
207, 230, 20, 43
222, 206, 27, 45
253, 177, 23, 47
254, 157, 30, 59
273, 152, 26, 49
263, 173, 22, 42
277, 170, 13, 40
258, 154, 27, 61
196, 178, 42, 84
121, 182, 81, 116
80, 201, 89, 130
68, 195, 74, 163
66, 187, 81, 166
65, 190, 98, 147
68, 180, 81, 171
79, 189, 86, 146
66, 198, 89, 147
62, 176, 88, 174
78, 188, 86, 148
70, 194, 82, 154
61, 198, 86, 155
67, 178, 85, 170
77, 197, 74, 152
69, 193, 84, 154
62, 196, 66, 176
76, 196, 80, 148
70, 195, 77, 158
70, 183, 86, 161
50, 121, 97, 232
29, 49, 130, 292
19, 13, 139, 329
14, 1, 141, 344
4, 0, 143, 353
10, 0, 129, 361
9, 1, 128, 362
6, 0, 111, 383
10, 0, 117, 373
11, 0, 113, 376
10, 0, 110, 380
7, 0, 123, 370
7, 0, 124, 369
4, 0, 105, 391
11, 0, 110, 379
8, 2, 107, 383
8, 0, 92, 400
1, 0, 101, 398
11, 0, 99, 390
4, 1, 99, 396
6, 0, 96, 398
