174, 2, 252, 72
171, 6, 175, 148
179, 10, 138, 173
154, 7, 122, 217
183, 9, 57, 251
175, 9, 36, 280
157, 15, 22, 306
154, 13, 19, 314
166, 9, 12, 313
181, 18, 12, 289
162, 32, 11, 295
133, 39, 10, 318
88, 87, 9, 316
79, 111, 8, 302
51, 123, 5, 321
75, 108, 8, 309
74, 114, 4, 308
68, 120, 4, 308
160, 18, 6, 316
159, 16, 4, 321
170, 17, 5, 308
168, 17, 8, 307
156, 19, 6, 319
156, 19, 8, 317
170, 15, 11, 304
144, 21, 21, 314
128, 34, 35, 303
115, 46, 66, 273
104, 91, 86, 219
65, 100, 109, 226
53, 129, 111, 207
33, 148, 118, 201
13, 165, 126, 196
7, 154, 102, 237
10, 161, 104, 225
7, 178, 65, 250
5, 181, 53, 261
11, 157, 49, 283
8, 167, 41, 284
21, 156, 42, 281
17, 169, 34, 280
24, 156, 30, 290
48, 117, 24, 311
64, 115, 33, 288
62, 106, 24, 308
66, 110, 29, 295
69, 101, 13, 317
77, 87, 14, 322
62, 110, 28, 300
81, 108, 17, 294
66, 92, 16, 326
78, 89, 13, 320
76, 101, 19, 304
90, 86, 21, 303
70, 112, 29, 289
51, 115, 48, 286
54, 148, 68, 230
33, 168, 103, 196
37, 182, 117, 164
32, 187, 138, 143
38, 183, 144, 135
43, 181, 156, 120
45, 163, 176, 116
48, 181, 183, 88
55, 153, 198, 94
53, 156, 183, 108
58, 165, 130, 147
71, 146, 100, 183
61, 138, 109, 192
77, 145, 84, 194
72, 166, 86, 176
57, 159, 80, 204
69, 132, 67, 232
89, 153, 55, 203
93, 146, 50, 211
77, 154, 40, 229
61, 151, 47, 241
86, 119, 54, 241
66, 136, 32, 266
81, 144, 26, 249
73, 152, 21, 254
72, 145, 19, 264
129, 99, 20, 252
139, 74, 11, 276
138, 62, 21, 279
144, 62, 14, 280
122, 45, 19, 314
108, 80, 10, 302
91, 76, 15, 318
107, 74, 12, 307
81, 105, 6, 308
103, 88, 3, 306
103, 86, 4, 307
89, 82, 2, 327
92, 90, 4, 314
92, 91, 2, 315
102, 79, 2, 317
127, 59, 7, 307
141, 49, 6, 304
140, 49, 12, 299
158, 30, 8, 304
155, 26, 14, 305
162, 18, 14, 306
151, 19, 12, 318
150, 24, 8, 318
155, 25, 6, 314
156, 23, 4, 317
166, 31, 3, 300
143, 32, 4, 321
167, 33, 3, 297
142, 12, 6, 340
176, 26, 7, 291
145, 27, 26, 302
142, 64, 32, 262
142, 84, 36, 238
138, 102, 34, 226
119, 106, 41, 234
133, 110, 31, 226
124, 99, 47, 230
111, 112, 37, 240
130, 121, 36, 213
127, 96, 39, 238
112, 119, 30, 239
108, 121, 14, 257
120, 131, 23, 226
129, 113, 22, 236
110, 122, 18, 250
133, 109, 18, 240
109, 112, 16, 263
108, 118, 28, 246
111, 119, 14, 256
111, 116, 11, 262
196, 37, 15, 252
203, 30, 12, 255
186, 39, 13, 262
197, 31, 11, 261
201, 32, 6, 261
186, 34, 8, 272
175, 40, 12, 273
201, 42, 8, 249
182, 71, 9, 238
215, 116, 10, 159
206, 159, 21, 114
246, 174, 39, 41
313, 127, 47, 13
323, 129, 44, 4
312, 116, 68, 4
356, 78, 65, 1
394, 54, 52, 0
409, 34, 57, 0
432, 18, 50, 0
430, 12, 58, 0
439, 8, 53, 0
432, 10, 58, 0
447, 3, 49, 1
438, 9, 53, 0
432, 4, 64, 0
439, 4, 57, 0
434, 0, 64, 2
436, 2, 61, 1
440, 3, 57, 0
442, 6, 51, 1
441, 4, 54, 1
443, 4, 51, 2
434, 3, 63, 0
435, 7, 57, 1
427, 5, 67, 1
430, 5, 64, 1
422, 2, 75, 1
352, 4, 144, 0
302, 1, 196, 1
237, 4, 258, 1
194, 1, 302, 3
173, 0, 324, 3
169, 2, 324, 5
184, 4, 305, 7
156, 14, 303, 27
109, 72, 191, 128
66, 108, 140, 186
72, 102, 92, 234
75, 103, 56, 266
75, 87, 18, 320
78, 92, 6, 324
77, 105, 9, 309
59, 109, 5, 327
60, 94, 7, 339
63, 109, 1, 327
50, 96, 5, 349
82, 105, 1, 312
63, 105, 5, 327
62, 103, 3, 332
63, 97, 1, 339
63, 113, 2, 322
73, 107, 5, 315
68, 111, 0, 321
60, 102, 5, 333
78, 86, 6, 330
62, 102, 7, 329
67, 102, 6, 325
